sales_id,order_id,sale_date,product_code,customer_code,store_code,quantity,revenue,discount,profit
T0001611,O000806,2025-05-10,P0004,C00254,S012,4,648.32,32.42,166.33
T0001612,O000806,2025-06-06,P0028,C00123,S001,4,304.04,15.2,63.42
T0001613,O000807,2024-07-12,P0019,C00087,S007,1,82.61,0.0,44.11
T0001614,O000807,2026-03-19,P0003,C00251,S003,5,800.65,0.0,354.55
T0001615,O000808,2025-08-02,P0018,C00161,S001,1,52.99,0.0,21.12
T0001616,O000808,2026-08-30,P0041,C00169,S016,1,51.2,0.0,21.37
T0001617,O000809,2025-12-20,P0004,C00180,S005,5,179.65,17.96,71.45
T0001618,O000809,2026-09-27,P0040,C00200,S008,1,224.24,0.0,90.38
T0001619,O000810,2024-04-30,P0034,C00091,S005,5,782.45,78.24,174.35
T0001620,O000810,2026-11-10,P0041,C00001,S019,5,649.8,0.0,250.09
T0001621,O000811,2024-10-03,P0021,C00266,S011,4,485.72,0.0,250.17
T0001622,O000811,2024-10-23,P0001,C00206,S002,4,454.32,22.72,99.34
T0001623,O000812,2025-10-08,P0028,C00142,S001,1,10.97,0.55,4.22
T0001624,O000812,2025-04-10,P0014,C00151,S015,3,648.48,64.85,190.17
T0001625,O000813,2026-05-08,P0045,C00236,S001,5,872.8,0.0,464.41
T0001626,O000813,2026-04-09,P0021,C00232,S017,3,533.31,80.0,180.49
T0001627,O000814,2026-06-12,P0038,C00249,S017,3,375.99,0.0,194.5
T0001628,O000814,2024-04-28,P0045,C00237,S016,2,94.98,4.75,26.87
T0001629,O000815,2025-07-25,P0008,C00211,S017,5,293.9,29.39,106.7
T0001630,O000815,2026-09-19,P0035,C00274,S006,3,534.48,26.72,158.28
T0001631,O000816,2025-01-17,P0012,C00107,S015,3,474.24,0.0,186.99
T0001632,O000816,2024-12-03,P0048,C00019,S011,2,303.16,0.0,126.9
T0001633,O000817,2024-03-10,P0007,C00109,S006,2,191.5,0.0,65.17
T0001634,O000817,2026-07-28,P0036,C00061,S012,5,895.2,0.0,410.99
T0001635,O000818,2025-03-27,P0006,C00128,S009,1,53.16,2.66,15.65
T0001636,O000818,2026-11-17,P0003,C00235,S016,2,54.9,0.0,27.68
T0001637,O000819,2024-07-25,P0046,C00201,S016,1,113.97,11.4,50.6
T0001638,O000819,2025-07-22,P0047,C00210,S013,2,41.5,0.0,14.95
T0001639,O000820,2026-03-30,P0026,C00094,S013,1,152.68,0.0,57.66
T0001640,O000820,2026-03-13,P0010,C00072,S011,5,445.75,44.58,177.65
T0001641,O000821,2026-12-03,P0034,C00126,S018,4,602.32,60.23,201.99
T0001642,O000821,2026-08-28,P0024,C00164,S012,5,268.3,26.83,122.33
T0001643,O000822,2025-12-25,P0047,C00045,S014,2,65.5,3.28,26.16
T0001644,O000822,2026-11-03,P0016,C00111,S019,1,22.15,2.22,3.34
T0001645,O000823,2024-06-27,P0021,C00041,S008,5,595.45,0.0,289.8
T0001646,O000823,2025-01-30,P0042,C00191,S001,1,18.34,0.0,7.45
T0001647,O000824,2026-06-16,P0026,C00069,S019,2,471.8,0.0,224.99
T0001648,O000824,2025-04-06,P0045,C00026,S006,4,911.2,91.12,433.31
T0001649,O000825,2024-12-05,P0019,C00195,S004,4,372.4,0.0,128.64
T0001650,O000825,2024-09-27,P0045,C00132,S004,5,206.4,0.0,95.34
T0001651,O000826,2026-01-06,P0004,C00105,S008,2,204.52,20.45,31.51
T0001652,O000826,2026-08-11,P0018,C00175,S019,2,185.86,18.59,45.03
T0001653,O000827,2024-10-08,P0011,C00298,S019,5,798.85,0.0,251.32
T0001654,O000827,2026-10-30,P0027,C00036,S008,4,568.08,0.0,278.66
T0001655,O000828,2026-07-17,P0032,C00038,S017,4,102.44,10.24,30.27
T0001656,O000828,2025-01-31,P0012,C00014,S009,1,63.18,0.0,19.6
T0001657,O000829,2024-11-26,P0002,C00114,S014,3,240.06,0.0,79.42
T0001658,O000829,2024-02-11,P0028,C00159,S012,5,166.45,0.0,94.51
T0001659,O000830,2025-11-28,P0023,C00216,S008,2,31.2,0.0,17.45
T0001660,O000830,2024-08-03,P0050,C00068,S001,1,185.12,18.51,37.27
T0001661,O000831,2024-10-18,P0017,C00215,S016,4,341.4,0.0,138.37
T0001662,O000831,2024-11-06,P0039,C00182,S002,5,581.0,0.0,326.14
T0001663,O000832,2026-07-24,P0004,C00220,S007,1,191.61,0.0,57.61
T0001664,O000832,2026-05-22,P0025,C00267,S016,2,434.26,21.71,217.41
T0001665,O000833,2024-11-18,P0002,C00037,S012,1,23.24,0.0,9.2
T0001666,O000833,2026-05-12,P0040,C00202,S009,4,834.6,41.73,434.87
T0001667,O000834,2025-02-15,P0027,C00171,S007,2,253.78,12.69,113.37
T0001668,O000834,2025-04-09,P0040,C00006,S009,4,962.84,0.0,376.71
T0001669,O000835,2025-04-29,P0005,C00206,S014,3,57.99,0.0,32.66
T0001670,O000835,2025-03-10,P0023,C00104,S011,4,234.76,0.0,65.31
T0001671,O000836,2024-12-31,P0049,C00247,S018,5,361.5,18.08,105.56
T0001672,O000836,2025-11-23,P0022,C00108,S006,3,451.53,45.15,77.1
T0001673,O000837,2024-10-27,P0031,C00279,S009,5,360.45,0.0,198.05
T0001674,O000837,2026-10-08,P0010,C00005,S009,4,310.72,0.0,173.6
T0001675,O000838,2024-08-23,P0033,C00003,S006,1,89.17,8.92,30.81
T0001676,O000838,2026-06-26,P0034,C00055,S014,5,1040.5,0.0,341.16
T0001677,O000839,2024-09-01,P0009,C00269,S018,2,324.32,16.22,89.73
T0001678,O000839,2024-11-22,P0033,C00078,S013,3,218.85,10.94,90.14
T0001679,O000840,2025-05-22,P0044,C00147,S001,5,692.35,0.0,337.81
T0001680,O000840,2025-09-25,P0026,C00011,S008,4,244.8,36.72,29.95
T0001681,O000841,2025-03-10,P0031,C00284,S004,5,65.05,6.5,24.86
T0001682,O000841,2025-01-26,P0048,C00147,S002,4,392.64,0.0,221.64
T0001683,O000842,2025-07-02,P0003,C00258,S015,2,176.1,0.0,63.01
T0001684,O000842,2025-04-06,P0049,C00097,S005,3,659.76,0.0,200.42
T0001685,O000843,2024-03-07,P0005,C00021,S009,5,260.1,0.0,147.67
T0001686,O000843,2026-01-29,P0025,C00053,S009,4,713.0,71.3,152.81
T0001687,O000844,2024-05-06,P0004,C00017,S013,1,15.35,0.0,8.95
T0001688,O000844,2024-05-05,P0041,C00250,S015,3,461.25,0.0,231.84
T0001689,O000845,2024-03-26,P0014,C00026,S012,1,108.58,5.43,21.75
T0001690,O000845,2026-03-02,P0050,C00194,S020,1,245.88,24.59,65.08
T0001691,O000846,2026-01-24,P0049,C00032,S013,5,1056.15,158.42,407.87
T0001692,O000846,2025-05-11,P0022,C00091,S011,1,9.38,0.0,2.57
T0001693,O000847,2024-06-25,P0024,C00180,S009,5,1031.5,103.15,432.14
T0001694,O000847,2025-06-30,P0006,C00036,S017,4,720.32,0.0,206.2
T0001695,O000848,2026-07-15,P0033,C00054,S013,1,135.44,0.0,41.83
T0001696,O000848,2024-08-21,P0035,C00292,S018,2,293.42,0.0,124.16
T0001697,O000849,2025-05-23,P0049,C00041,S010,3,654.54,32.73,191.09
T0001698,O000849,2025-09-22,P0001,C00027,S012,4,782.36,0.0,407.28
T0001699,O000850,2024-11-13,P0044,C00049,S016,1,14.04,0.0,7.29
T0001700,O000850,2026-06-17,P0033,C00236,S004,2,385.6,19.28,98.75
T0001701,O000851,2025-09-18,P0041,C00254,S001,2,368.6,0.0,145.36
T0001702,O000851,2025-12-16,P0050,C00280,S010,2,460.08,0.0,231.52
T0001703,O000852,2024-01-09,P0042,C00129,S012,4,849.76,42.49,255.56
T0001704,O000852,2025-11-22,P0020,C00098,S012,5,100.05,5.0,33.23
T0001705,O000853,2026-06-02,P0015,C00226,S018,1,213.88,10.69,81.15
T0001706,O000853,2025-01-09,P0018,C00077,S012,1,45.63,0.0,24.35
T0001707,O000854,2025-01-10,P0025,C00187,S013,5,562.9,28.14,283.67
T0001708,O000854,2025-03-01,P0042,C00045,S004,5,1127.8,0.0,652.39
T0001709,O000855,2026-02-17,P0005,C00169,S004,1,79.93,0.0,42.19
T0001710,O000855,2025-04-03,P0005,C00097,S005,5,1216.45,0.0,387.53
T0001711,O000856,2025-02-03,P0029,C00155,S010,3,209.91,0.0,60.44
T0001712,O000856,2024-03-31,P0007,C00160,S015,4,294.48,29.45,133.47
T0001713,O000857,2026-05-12,P0015,C00236,S001,5,890.65,0.0,309.75
T0001714,O000857,2025-09-22,P0050,C00296,S013,5,1167.9,0.0,546.21
T0001715,O000858,2024-11-10,P0017,C00047,S010,3,694.95,34.75,311.78
T0001716,O000858,2025-05-16,P0026,C00114,S012,4,152.6,0.0,91.49
T0001717,O000859,2024-04-26,P0025,C00146,S008,1,62.17,0.0,26.59
T0001718,O000859,2024-12-20,P0017,C00053,S014,2,81.92,0.0,30.74
T0001719,O000860,2024-04-07,P0047,C00069,S005,3,183.54,9.18,58.04
T0001720,O000860,2026-05-21,P0015,C00135,S003,5,653.15,65.32,212.59
T0001721,O000861,2024-10-10,P0046,C00016,S016,3,639.33,63.93,152.5
T0001722,O000861,2025-02-22,P0030,C00080,S015,4,492.16,0.0,152.49
T0001723,O000862,2025-01-04,P0024,C00283,S015,5,1069.85,106.98,254.26
T0001724,O000862,2024-05-10,P0012,C00024,S015,3,84.69,4.23,20.83
T0001725,O000863,2025-09-04,P0036,C00009,S017,1,67.6,3.38,36.44
T0001726,O000863,2026-11-06,P0021,C00290,S018,2,204.04,20.4,99.57
T0001727,O000864,2024-05-26,P0029,C00226,S001,5,972.95,97.3,372.48
T0001728,O000864,2024-06-12,P0033,C00277,S012,3,681.51,0.0,345.26
T0001729,O000865,2024-07-24,P0046,C00134,S005,3,603.36,90.5,146.38
T0001730,O000865,2025-08-15,P0002,C00282,S004,2,367.1,18.36,115.56
T0001731,O000866,2025-01-11,P0027,C00165,S016,5,201.55,10.08,100.87
T0001732,O000866,2026-11-16,P0049,C00282,S013,3,343.14,17.16,101.73
T0001733,O000867,2024-02-10,P0048,C00255,S009,5,305.55,30.56,80.57
T0001734,O000867,2025-05-03,P0019,C00012,S006,5,705.45,0.0,313.98
T0001735,O000868,2026-04-01,P0042,C00173,S017,4,807.72,40.39,204.86
T0001736,O000868,2025-02-03,P0011,C00204,S016,2,419.06,20.95,205.41
T0001737,O000869,2026-08-28,P0048,C00288,S016,5,577.6,57.76,136.2
T0001738,O000869,2026-02-16,P0007,C00071,S011,2,306.9,0.0,146.24
T0001739,O000870,2026-05-11,P0047,C00263,S004,2,188.02,9.4,66.54
T0001740,O000870,2025-12-15,P0003,C00224,S005,3,262.35,0.0,105.28
T0001741,O000871,2026-09-11,P0048,C00187,S002,3,203.73,20.37,36.4
T0001742,O000871,2026-08-06,P0037,C00273,S016,1,93.88,4.69,28.42
T0001743,O000872,2026-05-20,P0001,C00088,S008,2,370.38,37.04,127.82
T0001744,O000872,2026-08-27,P0025,C00134,S014,5,1061.0,0.0,338.48
T0001745,O000873,2024-04-20,P0025,C00136,S011,4,920.72,46.04,247.33
T0001746,O000873,2025-03-08,P0026,C00019,S014,5,264.45,13.22,81.73
T0001747,O000874,2025-07-12,P0039,C00137,S012,2,241.02,0.0,132.16
T0001748,O000874,2025-03-16,P0045,C00066,S005,2,384.86,0.0,135.48
T0001749,O000875,2026-07-09,P0006,C00256,S009,4,956.0,95.6,282.73
T0001750,O000875,2025-05-21,P0016,C00018,S010,1,218.86,0.0,99.31
T0001751,O000876,2024-12-05,P0030,C00124,S006,5,1034.55,155.18,355.47
T0001752,O000876,2026-02-11,P0029,C00129,S012,4,912.32,91.23,206.16
T0001753,O000877,2025-03-30,P0027,C00225,S002,2,206.2,0.0,108.57
T0001754,O000877,2024-07-19,P0029,C00029,S018,1,217.98,21.8,89.46
T0001755,O000878,2025-11-06,P0031,C00285,S019,5,289.9,14.5,120.45
T0001756,O000878,2025-06-13,P0016,C00248,S002,5,1059.5,105.95,381.57
T0001757,O000879,2026-03-15,P0001,C00149,S006,1,94.25,4.71,29.01
T0001758,O000879,2024-05-21,P0001,C00249,S007,1,120.14,0.0,47.33
T0001759,O000880,2025-08-20,P0001,C00253,S002,5,446.15,0.0,227.04
T0001760,O000880,2024-06-16,P0049,C00118,S001,5,38.35,0.0,19.43
T0001761,O000881,2026-01-15,P0036,C00265,S001,3,358.26,17.91,94.37
T0001762,O000881,2024-09-09,P0032,C00269,S004,1,236.88,0.0,76.1
T0001763,O000882,2026-03-21,P0041,C00071,S008,3,290.19,0.0,109.02
T0001764,O000882,2026-08-20,P0050,C00296,S018,3,407.1,61.06,66.45
T0001765,O000883,2025-04-22,P0042,C00218,S013,3,465.84,46.58,157.93
T0001766,O000883,2026-12-02,P0028,C00032,S016,1,191.21,0.0,98.99
T0001767,O000884,2026-10-18,P0042,C00036,S020,4,67.44,6.74,23.6
T0001768,O000884,2025-09-24,P0011,C00215,S005,5,204.0,0.0,61.43
T0001769,O000885,2025-10-01,P0018,C00101,S005,1,222.0,22.2,91.25
T0001770,O000885,2026-04-07,P0006,C00210,S019,3,256.98,0.0,134.22
T0001771,O000886,2025-11-15,P0031,C00156,S006,1,72.42,7.24,15.22
T0001772,O000886,2025-12-27,P0015,C00124,S017,3,717.18,71.72,293.35
T0001773,O000887,2025-03-04,P0035,C00244,S003,5,475.0,0.0,257.86
T0001774,O000887,2026-11-06,P0040,C00284,S018,1,215.21,0.0,98.79
T0001775,O000888,2024-10-19,P0039,C00192,S002,2,493.7,24.68,158.14
T0001776,O000888,2024-08-12,P0029,C00028,S011,4,655.48,0.0,213.87
T0001777,O000889,2026-12-30,P0047,C00178,S015,4,74.28,0.0,36.38
T0001778,O000889,2025-11-04,P0048,C00253,S002,2,143.16,7.16,64.99
T0001779,O000890,2025-03-17,P0047,C00037,S011,3,252.72,0.0,73.04
T0001780,O000890,2026-07-22,P0034,C00007,S014,4,839.64,125.95,347.12
T0001781,O000891,2024-05-04,P0049,C00034,S003,2,220.18,33.03,40.77
T0001782,O000891,2025-07-12,P0031,C00252,S019,4,315.92,0.0,185.81
T0001783,O000892,2025-05-18,P0012,C00043,S005,4,264.68,13.23,71.58
T0001784,O000892,2025-05-08,P0048,C00255,S019,3,515.4,0.0,233.67
T0001785,O000893,2026-06-29,P0031,C00155,S008,3,650.31,32.52,133.56
T0001786,O000893,2025-05-09,P0016,C00089,S015,2,368.96,55.34,62.13
T0001787,O000894,2025-06-08,P0032,C00070,S003,3,381.6,0.0,152.76
T0001788,O000894,2025-05-04,P0033,C00268,S006,5,1229.85,122.98,378.93
T0001789,O000895,2026-06-13,P0007,C00019,S017,2,326.68,16.33,158.02
T0001790,O000895,2025-12-03,P0048,C00101,S005,3,691.86,69.19,216.41
T0001791,O000896,2024-12-18,P0002,C00191,S016,2,134.62,0.0,51.03
T0001792,O000896,2024-05-14,P0038,C00189,S006,5,1068.4,53.42,367.87
T0001793,O000897,2025-10-05,P0031,C00259,S004,1,159.71,23.96,46.72
T0001794,O000897,2024-09-27,P0010,C00074,S004,4,505.36,0.0,242.21
T0001795,O000898,2024-01-06,P0009,C00167,S016,1,133.31,6.67,40.36
T0001796,O000898,2025-06-11,P0015,C00069,S002,5,750.9,0.0,196.9
T0001797,O000899,2026-04-21,P0032,C00159,S009,1,191.17,0.0,70.31
T0001798,O000899,2026-09-05,P0030,C00136,S020,4,231.84,0.0,87.33
T0001799,O000900,2026-06-06,P0017,C00193,S008,5,1183.9,118.39,248.46
T0001800,O000900,2024-12-25,P0004,C00260,S013,1,122.59,12.26,51.04
T0001801,O000901,2026-12-24,P0012,C00163,S007,1,57.6,5.76,21.84
T0001802,O000901,2026-12-20,P0029,C00151,S020,5,257.55,25.76,39.36
T0001803,O000902,2025-12-18,P0037,C00145,S011,4,128.64,0.0,42.89
T0001804,O000902,2026-04-06,P0006,C00063,S015,2,343.06,51.46,51.4
T0001805,O000903,2024-02-10,P0035,C00247,S013,2,107.04,5.35,47.46
T0001806,O000903,2025-09-06,P0050,C00149,S015,1,249.88,12.49,119.14
T0001807,O000904,2026-09-25,P0035,C00084,S008,3,172.68,0.0,65.97
T0001808,O000904,2025-04-05,P0009,C00103,S003,3,67.89,0.0,18.41
T0001809,O000905,2026-09-14,P0034,C00210,S016,5,438.55,0.0,190.64
T0001810,O000905,2025-10-05,P0030,C00033,S012,5,1155.35,0.0,578.63
T0001811,O000906,2026-03-01,P0042,C00136,S002,2,216.68,0.0,77.42
T0001812,O000906,2024-05-22,P0030,C00283,S009,4,901.32,45.07,323.1
T0001813,O000907,2026-10-19,P0031,C00056,S004,1,117.31,11.73,19.6
T0001814,O000907,2024-11-06,P0011,C00254,S020,4,674.12,33.71,148.74
T0001815,O000908,2024-04-03,P0045,C00152,S001,5,1042.95,104.3,349.64
T0001816,O000908,2026-11-07,P0012,C00223,S005,3,217.05,10.85,44.75
T0001817,O000909,2025-05-27,P0042,C00177,S002,2,19.74,0.0,10.81
T0001818,O000909,2025-07-29,P0026,C00272,S013,3,453.24,67.99,187.97
T0001819,O000910,2025-09-11,P0029,C00232,S016,1,138.18,6.91,57.32
T0001820,O000910,2024-10-06,P0011,C00173,S013,5,799.8,0.0,377.93
T0001821,O000911,2024-06-27,P0038,C00256,S014,1,83.93,4.2,42.9
T0001822,O000911,2024-04-09,P0007,C00192,S003,5,818.85,0.0,342.3
T0001823,O000912,2024-03-12,P0004,C00107,S004,1,17.48,2.62,7.4
T0001824,O000912,2026-04-09,P0004,C00146,S016,4,966.76,0.0,276.11
T0001825,O000913,2024-12-15,P0025,C00039,S016,2,364.16,0.0,173.46
T0001826,O000913,2024-09-24,P0030,C00215,S012,4,216.12,0.0,129.3
T0001827,O000914,2025-09-06,P0050,C00132,S018,1,134.97,13.5,38.9
T0001828,O000914,2025-02-08,P0035,C00076,S013,2,438.68,43.87,194.63
T0001829,O000915,2024-06-24,P0037,C00061,S016,2,12.84,1.28,2.97
T0001830,O000915,2026-03-06,P0034,C00142,S015,4,234.32,0.0,124.48
T0001831,O000916,2025-12-21,P0017,C00240,S004,4,684.08,68.41,182.3
T0001832,O000916,2025-03-06,P0027,C00196,S020,2,399.0,19.95,175.67
T0001833,O000917,2025-09-28,P0039,C00022,S009,5,361.8,36.18,72.47
T0001834,O000917,2026-04-22,P0025,C00227,S014,1,198.58,0.0,51.32
T0001835,O000918,2024-01-24,P0049,C00072,S014,1,170.3,25.54,35.68
T0001836,O000918,2024-09-15,P0012,C00137,S008,5,84.15,0.0,35.79
T0001837,O000919,2025-02-12,P0015,C00114,S002,2,82.1,0.0,45.5
T0001838,O000919,2024-08-14,P0018,C00236,S012,3,260.79,13.04,138.61
T0001839,O000920,2025-09-18,P0038,C00076,S011,3,718.05,0.0,260.11
T0001840,O000920,2025-12-17,P0048,C00300,S009,1,6.01,0.0,2.23
T0001841,O000921,2024-01-25,P0011,C00271,S015,2,124.98,6.25,63.89
T0001842,O000921,2024-07-11,P0028,C00164,S014,3,470.16,23.51,104.63
T0001843,O000922,2025-04-03,P0029,C00091,S006,2,477.56,0.0,224.79
T0001844,O000922,2024-12-03,P0034,C00154,S018,1,239.44,0.0,93.15
T0001845,O000923,2024-01-15,P0041,C00270,S020,4,947.04,0.0,308.7
T0001846,O000923,2024-05-10,P0035,C00161,S017,1,203.76,0.0,76.75
T0001847,O000924,2025-08-28,P0013,C00214,S003,2,354.62,35.46,114.46
T0001848,O000924,2026-03-26,P0013,C00295,S001,2,95.56,0.0,46.62
T0001849,O000925,2024-07-15,P0037,C00292,S014,2,421.84,0.0,177.11
T0001850,O000925,2026-10-02,P0012,C00159,S009,2,293.48,0.0,163.69
T0001851,O000926,2024-09-28,P0013,C00161,S018,1,50.96,0.0,26.09
T0001852,O000926,2026-04-02,P0047,C00050,S018,1,185.57,0.0,108.99
T0001853,O000927,2026-07-16,P0034,C00246,S016,5,1213.85,0.0,622.59
T0001854,O000927,2025-05-31,P0007,C00297,S011,3,211.59,10.58,57.81
T0001855,O000928,2025-12-28,P0003,C00143,S019,1,61.48,0.0,27.48
T0001856,O000928,2024-04-15,P0035,C00237,S013,5,972.9,0.0,420.93
T0001857,O000929,2025-04-06,P0015,C00055,S014,5,1098.65,54.93,467.38
T0001858,O000929,2024-10-18,P0038,C00074,S005,1,194.41,0.0,81.19
T0001859,O000930,2026-07-15,P0040,C00028,S017,5,540.85,0.0,188.91
T0001860,O000930,2025-03-31,P0028,C00112,S015,5,508.4,0.0,208.22
T0001861,O000931,2026-08-07,P0027,C00211,S006,5,470.95,0.0,248.97
T0001862,O000931,2024-08-28,P0015,C00256,S014,1,222.55,11.13,70.19
T0001863,O000932,2026-07-19,P0039,C00256,S013,4,648.48,64.85,106.59
T0001864,O000932,2026-09-21,P0028,C00073,S012,3,526.95,0.0,290.74
T0001865,O000933,2025-04-29,P0043,C00111,S009,1,167.64,0.0,61.32
T0001866,O000933,2024-10-25,P0023,C00189,S018,3,529.62,52.96,191.25
T0001867,O000934,2025-01-14,P0043,C00194,S009,1,121.88,0.0,52.76
T0001868,O000934,2025-10-30,P0032,C00216,S016,4,792.0,0.0,440.34
T0001869,O000935,2025-12-05,P0017,C00143,S018,5,330.3,0.0,185.68
T0001870,O000935,2026-05-12,P0050,C00101,S004,1,197.3,9.87,61.81
T0001871,O000936,2026-11-16,P0033,C00011,S006,5,267.75,26.78,50.84
T0001872,O000936,2024-08-25,P0022,C00117,S017,3,47.16,0.0,18.73
T0001873,O000937,2025-09-03,P0024,C00079,S007,2,214.12,0.0,54.85
T0001874,O000937,2025-12-29,P0013,C00201,S018,5,562.65,56.26,277.21
T0001875,O000938,2026-01-18,P0040,C00269,S007,2,283.48,28.35,50.05
T0001876,O000938,2024-08-15,P0009,C00219,S006,4,89.56,0.0,30.45
T0001877,O000939,2026-05-21,P0022,C00212,S019,5,44.25,0.0,24.82
T0001878,O000939,2026-04-06,P0007,C00280,S002,3,553.44,55.34,102.91
T0001879,O000940,2025-11-25,P0022,C00168,S004,1,239.3,23.93,96.56
T0001880,O000940,2025-12-15,P0003,C00040,S010,3,242.01,12.1,64.4
T0001881,O000941,2025-07-18,P0016,C00296,S011,1,197.97,0.0,89.32
T0001882,O000941,2026-02-26,P0029,C00008,S008,5,1145.15,0.0,545.72
T0001883,O000942,2024-04-11,P0045,C00144,S003,1,89.17,8.92,38.03
T0001884,O000942,2025-07-01,P0015,C00165,S002,4,100.96,0.0,53.29
T0001885,O000943,2024-01-16,P0002,C00157,S002,1,222.22,0.0,81.65
T0001886,O000943,2024-07-17,P0041,C00266,S019,3,461.01,46.1,219.61
T0001887,O000944,2026-04-05,P0025,C00144,S004,4,557.04,55.7,163.6
T0001888,O000944,2024-04-22,P0004,C00036,S008,4,158.2,0.0,77.96
T0001889,O000945,2024-02-03,P0018,C00013,S018,3,98.85,0.0,27.66
T0001890,O000945,2024-08-22,P0008,C00084,S017,1,12.28,1.84,2.06
T0001891,O000946,2025-12-30,P0026,C00111,S004,1,137.22,0.0,75.5
T0001892,O000946,2025-11-15,P0020,C00227,S008,2,195.88,19.59,78.19
T0001893,O000947,2025-04-03,P0037,C00087,S018,5,211.3,10.57,80.6
T0001894,O000947,2026-09-24,P0044,C00188,S011,5,622.25,0.0,363.27
T0001895,O000948,2024-04-21,P0014,C00191,S004,2,67.84,0.0,21.68
T0001896,O000948,2026-10-28,P0014,C00054,S009,4,375.8,0.0,183.37
T0001897,O000949,2024-06-19,P0030,C00293,S019,1,201.35,20.14,61.64
T0001898,O000949,2026-10-22,P0009,C00115,S013,4,885.48,88.55,396.57
T0001899,O000950,2026-10-04,P0024,C00125,S002,4,601.68,30.08,151.36
T0001900,O000950,2025-03-06,P0006,C00100,S001,1,12.41,0.62,2.65
T0001901,O000951,2025-05-12,P0046,C00291,S004,5,282.15,0.0,91.04
T0001902,O000951,2024-06-30,P0016,C00069,S014,4,147.68,0.0,42.9
T0001903,O000952,2026-02-28,P0046,C00224,S009,2,316.32,31.63,94.76
T0001904,O000952,2024-05-01,P0005,C00182,S005,5,1042.5,0.0,525.02
T0001905,O000953,2025-07-30,P0017,C00032,S006,1,148.67,0.0,77.15
T0001906,O000953,2025-09-03,P0005,C00036,S007,1,196.67,0.0,107.3
T0001907,O000954,2024-03-31,P0038,C00227,S010,4,854.04,85.4,198.36
T0001908,O000954,2025-04-10,P0027,C00266,S011,4,969.12,48.46,228.39
T0001909,O000955,2024-09-17,P0005,C00123,S002,4,518.56,25.93,252.42
T0001910,O000955,2024-09-05,P0033,C00107,S019,5,120.6,0.0,58.23
T0001911,O000956,2024-10-21,P0003,C00253,S020,5,424.35,21.22,121.01
T0001912,O000956,2026-12-12,P0011,C00091,S020,1,102.34,0.0,34.57
T0001913,O000957,2024-09-19,P0022,C00278,S017,2,338.08,16.9,99.38
T0001914,O000957,2026-06-22,P0015,C00131,S020,2,39.8,0.0,21.19
T0001915,O000958,2026-08-10,P0001,C00278,S016,2,290.64,29.06,69.69
T0001916,O000958,2025-07-05,P0018,C00174,S004,2,350.64,0.0,109.21
T0001917,O000959,2026-01-13,P0003,C00154,S008,5,441.2,44.12,121.89
T0001918,O000959,2025-02-15,P0024,C00008,S016,1,77.18,7.72,17.6
T0001919,O000960,2025-04-27,P0041,C00105,S006,1,240.05,0.0,91.25
T0001920,O000960,2024-02-04,P0023,C00212,S008,5,828.85,0.0,359.95
T0001921,O000961,2025-09-18,P0003,C00157,S020,1,115.85,5.79,60.37
T0001922,O000961,2026-04-07,P0033,C00264,S016,1,35.35,5.3,10.26
T0001923,O000962,2026-11-13,P0028,C00110,S002,3,506.4,0.0,184.92
T0001924,O000962,2024-01-26,P0030,C00143,S010,1,99.79,0.0,25.63
T0001925,O000963,2026-04-14,P0049,C00239,S004,4,47.32,0.0,13.53
T0001926,O000963,2025-06-23,P0049,C00205,S009,5,39.15,0.0,16.29
T0001927,O000964,2025-08-26,P0008,C00194,S013,4,374.12,37.41,163.83
T0001928,O000964,2024-12-05,P0026,C00222,S010,3,689.19,0.0,267.57
T0001929,O000965,2026-04-06,P0039,C00047,S008,1,25.22,0.0,14.41
T0001930,O000965,2026-09-18,P0035,C00260,S009,2,455.52,0.0,224.61
T0001931,O000966,2026-04-12,P0012,C00187,S017,5,401.05,60.16,76.56
T0001932,O000966,2024-07-10,P0045,C00109,S020,5,1100.75,110.08,413.62
T0001933,O000967,2025-02-28,P0017,C00049,S003,5,534.2,26.71,206.49
T0001934,O000967,2024-08-20,P0024,C00294,S014,5,410.85,20.54,147.01
T0001935,O000968,2025-06-16,P0046,C00249,S017,4,74.88,3.74,38.3
T0001936,O000968,2026-05-02,P0038,C00252,S006,1,29.21,0.0,16.83
T0001937,O000969,2025-03-13,P0012,C00174,S005,5,799.8,39.99,293.32
T0001938,O000969,2025-08-16,P0041,C00218,S003,4,612.84,0.0,236.13
T0001939,O000970,2026-03-12,P0010,C00260,S004,5,221.4,0.0,92.26
T0001940,O000970,2025-05-09,P0024,C00066,S018,5,457.2,22.86,135.07
T0001941,O000971,2024-03-21,P0037,C00277,S015,3,594.66,0.0,226.44
T0001942,O000971,2025-11-23,P0041,C00101,S003,4,761.44,38.07,379.8
T0001943,O000972,2026-05-27,P0014,C00162,S010,1,129.2,0.0,45.02
T0001944,O000972,2024-05-16,P0040,C00204,S002,3,605.19,0.0,214.34
T0001945,O000973,2024-02-12,P0040,C00045,S011,5,1213.75,0.0,402.62
T0001946,O000973,2025-01-21,P0041,C00160,S009,2,208.12,0.0,94.89
T0001947,O000974,2026-04-12,P0029,C00121,S007,4,990.72,0.0,513.48
T0001948,O000974,2025-04-17,P0019,C00025,S019,4,820.76,0.0,446.34
T0001949,O000975,2025-02-13,P0048,C00282,S001,1,72.57,7.26,12.97
